id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_range_2
382,1088,1,3.0,1,1.0986122886681098,1,52,0.3,164,7,4,30.688547165239978,588,1447,19,2.833213344056216,15,1,1,1,0,low cost
383,542,1,0.7,0,1.0986122886681098,1,12,0.2,185,2,3,144.80227977274976,1969,3445,17,1.0986122886681098,4,1,1,1,3,very high cost
384,788,0,1.6,1,1.9459101490553132,1,52,0.1,96,1,20,86.77683440633048,1436,1941,14,0.0,19,1,1,0,1,medium cost
385,576,1,2.5,1,2.3978952727983707,0,57,0.7,179,5,15,116.80655564088528,1656,2522,11,1.791759469228055,12,0,1,0,2,high cost
386,950,1,1.6,0,1.791759469228055,1,41,0.5,188,3,20,50.88498090386692,727,2932,10,2.0794415416798357,20,1,0,0,2,high cost
387,518,1,0.8,0,1.3862943611198906,1,17,0.5,133,3,7,89.41941124183977,765,2239,7,1.3862943611198906,7,1,1,1,1,medium cost
388,1996,1,1.9,0,1.6094379124341003,0,55,0.3,81,7,8,110.4790836397883,1661,1852,8,1.0986122886681098,4,0,1,1,2,high cost
389,1197,0,2.9,0,1.9459101490553132,1,38,0.1,83,6,17,139.00005068202873,1910,3525,13,2.302585092994046,16,1,0,0,3,very high cost
390,1006,1,2.5,1,2.302585092994046,0,14,0.7,186,1,12,70.26298750314014,640,1955,17,1.9459101490553132,9,1,1,0,1,medium cost
391,1679,1,1.5,0,1.0986122886681098,1,4,0.1,133,4,3,70.36778729432163,531,1557,16,2.772588722239781,12,1,0,1,1,medium cost
392,1262,0,1.4,1,2.0794415416798357,1,64,0.1,116,7,16,16.308496233368245,1018,3060,5,0.6931471805599453,4,1,1,1,2,high cost
393,560,0,1.3,1,2.6390573296152584,0,29,1.0,160,1,19,111.36309836226914,1189,2832,16,0.6931471805599453,7,1,0,0,2,high cost
394,904,0,2.4,0,1.791759469228055,1,55,0.6,158,4,13,86.69740075456365,764,2008,6,0.6931471805599453,16,1,0,0,1,medium cost
395,1834,1,2.1,0,0.6931471805599453,1,55,0.1,137,3,10,97.02023457522637,1179,2420,15,1.3862943611198906,8,1,0,1,2,high cost
396,681,0,1.2,1,2.1972245773362196,0,13,0.8,87,3,17,63.58088380609995,621,292,12,2.3978952727983707,18,0,0,1,0,low cost
397,687,0,0.6,1,2.6390573296152584,1,14,0.4,185,2,16,100.38550750572084,1620,1580,19,1.6094379124341003,19,1,1,1,1,medium cost
398,863,0,2.9,0,2.4849066497880004,1,52,0.8,119,6,13,119.35784070455486,1547,1345,7,0.0,20,1,0,0,1,medium cost
399,518,1,2.7,0,0.0,1,45,0.7,159,6,15,89.41941124183977,739,1208,10,2.302585092994046,9,1,1,0,0,low cost
400,1488,0,1.8,0,0.0,1,2,0.1,124,4,0,103.1593613468859,777,3349,17,1.9459101490553132,2,1,0,0,3,very high cost
401,944,0,2.4,0,0.0,0,35,0.5,127,3,1,2.7171337665520854,719,2804,9,1.6094379124341003,10,1,1,0,1,medium cost
402,1283,0,0.5,1,1.9459101490553132,0,48,0.5,176,6,9,109.92091532146497,964,1182,11,2.1972245773362196,17,1,1,0,0,low cost
403,817,1,1.0,1,2.6390573296152584,1,40,0.8,140,4,17,125.03534356259985,1790,436,19,1.9459101490553132,14,1,0,1,0,low cost
404,804,0,2.6,1,1.0986122886681098,0,49,0.6,105,1,18,94.81791947163948,939,2256,16,0.6931471805599453,7,1,0,1,1,medium cost
405,1883,1,2.6,0,1.0986122886681098,1,50,0.1,169,5,3,66.46482176701994,561,427,17,2.1972245773362196,10,1,0,1,0,low cost
406,1177,0,0.5,0,1.791759469228055,1,2,0.9,141,7,12,83.51732337155164,793,715,19,1.791759469228055,4,1,0,0,0,low cost
407,1765,1,2.0,0,2.0794415416798357,0,18,0.9,85,4,8,104.74688274621397,1580,1199,7,1.6094379124341003,10,1,0,0,1,medium cost
408,1997,0,2.1,0,2.3978952727983707,1,60,0.7,84,8,16,122.72192312972362,1687,788,17,2.772588722239781,8,1,0,1,1,medium cost
409,989,1,2.6,1,0.6931471805599453,0,14,0.2,148,4,11,85.41247658825874,1089,507,13,2.3978952727983707,13,0,1,1,0,low cost
410,1370,1,0.6,1,0.0,1,56,0.5,124,6,3,112.07334643244322,1113,974,5,1.6094379124341003,15,1,0,0,0,low cost
411,861,0,0.5,0,0.0,0,64,0.8,105,7,1,133.4819987220975,1864,600,15,0.6931471805599453,12,0,1,0,0,low cost
412,1745,0,1.8,0,0.0,0,45,0.1,110,2,2,119.8478712527267,1445,2352,11,2.302585092994046,16,1,0,1,2,high cost
413,1187,0,0.6,1,0.0,1,4,0.7,92,8,0,99.6087955495734,1306,2518,14,2.5649493574615367,20,1,1,1,2,high cost
414,1422,1,1.8,0,2.5649493574615367,0,3,0.9,145,1,13,117.51580533735286,1223,3941,9,2.0794415416798357,2,0,0,0,3,very high cost
415,658,1,2.4,0,0.0,1,38,1.0,94,8,1,82.58981625284866,1300,2585,19,1.0986122886681098,8,1,0,0,2,high cost
416,1180,1,2.3,1,0.0,1,32,0.8,97,2,1,142.24626644895122,1762,3504,17,2.0794415416798357,10,1,1,1,3,very high cost
417,521,1,2.6,1,0.6931471805599453,1,64,0.8,200,4,11,90.25122066154717,1089,834,6,1.791759469228055,12,1,1,1,0,low cost
418,666,0,1.1,0,0.6931471805599453,1,28,0.9,179,1,13,45.06282019793754,1466,3850,7,1.791759469228055,9,1,1,1,3,very high cost
419,805,1,1.5,0,0.0,0,25,0.3,174,2,3,86.13851213221231,553,1580,15,2.6390573296152584,3,1,0,0,0,low cost
420,1008,1,2.9,0,0.0,0,39,0.9,161,6,5,89.4954822588023,1228,3589,14,0.6931471805599453,18,1,0,1,3,very high cost
421,986,0,2.8,0,0.0,1,26,0.1,80,8,9,-0.3292755619329648,1214,1316,7,1.791759469228055,8,1,0,0,0,low cost
422,1655,0,2.0,0,0.0,0,23,0.6,192,2,1,91.0723038236596,641,1872,11,2.302585092994046,13,1,1,0,1,medium cost
423,1391,1,0.5,0,0.0,1,53,0.2,114,5,1,116.1417281234179,1521,1114,8,0.0,17,1,0,1,1,medium cost
424,1042,1,0.5,1,2.4849066497880004,0,13,0.1,148,3,20,33.49450395558784,569,1715,17,2.0794415416798357,7,1,1,1,0,low cost
425,916,1,1.1,1,1.791759469228055,1,44,0.9,116,3,16,110.64567852834413,1132,2367,8,1.791759469228055,7,1,0,1,2,high cost
426,681,0,2.6,0,0.6931471805599453,0,29,0.9,162,3,7,128.6826963717241,1332,575,15,1.791759469228055,4,1,1,1,0,low cost
427,1224,1,1.1,1,0.6931471805599453,1,34,1.0,138,6,3,140.09673906679654,1751,2992,13,1.791759469228055,3,1,1,0,3,very high cost
428,1234,0,2.1,1,1.6094379124341003,1,44,0.4,107,3,17,105.10807885271421,1054,2819,13,1.3862943611198906,8,1,0,1,2,high cost
429,1093,1,2.7,0,2.1972245773362196,0,63,0.5,138,8,9,92.46620553607565,1966,3556,13,1.0986122886681098,13,0,0,1,3,very high cost
430,583,0,0.5,0,2.302585092994046,1,33,0.9,136,5,18,144.76683024803035,1774,3236,12,2.302585092994046,13,1,0,0,3,very high cost
431,1598,1,1.0,1,2.1972245773362196,1,49,0.5,115,2,14,87.33005957959531,1233,1313,12,1.0986122886681098,7,1,1,0,1,medium cost
432,1988,1,2.8,1,1.3862943611198906,0,34,0.4,163,3,16,126.88085180884487,1981,2872,7,1.9459101490553132,20,1,1,1,3,very high cost
433,1746,0,0.5,1,2.302585092994046,0,51,0.8,184,7,19,102.4764570402195,790,1822,18,2.8903717578961645,15,0,1,0,1,medium cost
434,907,1,2.7,0,2.1972245773362196,0,53,0.7,156,2,13,4.365797754312169,1881,3469,8,1.791759469228055,12,1,0,0,3,very high cost
435,1472,0,0.5,0,1.3862943611198906,1,53,0.7,103,1,4,79.00184635474174,690,2001,14,0.0,14,1,1,1,1,medium cost
436,916,1,1.3,0,1.791759469228055,0,10,0.8,173,4,8,18.429060798750285,1012,3706,9,2.1972245773362196,15,0,1,0,2,high cost
437,1427,1,0.8,1,1.0986122886681098,0,31,0.9,186,1,20,112.8841674576079,1005,2542,7,1.9459101490553132,10,0,0,0,2,high cost
438,1101,1,2.9,1,1.3862943611198906,0,5,0.5,141,5,7,31.646252144056813,642,1567,15,1.0986122886681098,11,1,1,0,0,low cost
439,723,1,0.5,0,0.0,0,36,0.8,104,4,0,60.53238799853936,514,2669,17,1.9459101490553132,16,0,0,1,1,medium cost
440,1403,0,0.7,1,1.6094379124341003,0,32,0.1,117,1,5,59.77364810387775,551,2499,16,2.3978952727983707,4,0,0,1,2,high cost
441,657,1,0.8,1,1.6094379124341003,0,45,0.1,87,1,6,107.81633035615276,1260,2273,15,2.5649493574615367,10,0,1,0,1,medium cost
442,1688,1,0.8,0,0.0,0,14,0.9,118,1,2,20.096315567405558,1425,1773,13,0.0,18,1,1,1,1,medium cost
443,1086,0,0.5,0,2.3978952727983707,0,35,0.6,125,7,17,90.40129671512166,1296,421,7,1.791759469228055,6,1,0,1,0,low cost
444,876,1,1.1,0,1.0986122886681098,1,48,0.9,196,2,3,86.29870716657499,1225,630,17,2.302585092994046,18,1,0,1,0,low cost
445,1065,0,0.5,0,0.0,0,25,0.6,189,6,1,103.83549983349052,996,1114,5,0.6931471805599453,19,0,0,1,0,low cost
446,1235,0,1.5,0,1.3862943611198906,0,33,0.1,164,8,16,94.46702292387641,1891,1623,10,1.3862943611198906,20,1,1,1,1,medium cost
447,1959,1,2.7,0,0.0,1,2,0.2,92,3,11,115.93593664107271,1418,2125,14,2.0794415416798357,8,1,1,0,2,high cost
448,650,1,1.5,0,2.5649493574615367,0,48,0.8,187,4,14,115.62615106426628,1291,1622,8,1.9459101490553132,19,1,1,1,1,medium cost
449,1465,1,2.9,0,0.0,0,38,0.3,88,1,7,82.5047934801108,613,1162,14,2.3978952727983707,10,1,1,1,0,low cost
450,1030,0,0.9,0,1.9459101490553132,1,29,0.1,113,1,7,47.902513369455534,624,3762,5,1.6094379124341003,12,1,0,0,3,very high cost
451,853,1,1.9,1,2.8903717578961645,1,26,0.5,94,6,18,36.95516812219202,817,3069,19,2.8903717578961645,20,1,0,0,2,high cost
452,744,1,2.2,0,1.9459101490553132,1,52,0.9,196,4,7,61.15635329383581,600,1571,7,1.791759469228055,18,1,1,1,0,low cost
453,583,1,1.1,1,2.772588722239781,0,24,0.4,168,2,19,65.09971714903658,1111,3260,14,1.9459101490553132,14,1,1,0,2,high cost
454,690,0,0.5,0,1.0986122886681098,0,62,0.3,88,1,9,94.46702292387641,1240,3206,16,2.3978952727983707,19,1,0,0,2,high cost
455,683,1,1.9,1,2.833213344056216,1,56,0.1,190,1,17,42.765412318495656,585,592,17,2.302585092994046,3,1,0,0,0,low cost
456,590,0,2.3,1,1.0986122886681098,0,30,0.3,178,3,14,83.18167624193903,825,1188,18,2.4849066497880004,14,1,0,1,0,low cost
457,1266,1,1.0,0,0.0,1,2,0.7,87,7,1,94.95775176204494,1357,3067,11,2.3978952727983707,16,1,0,1,3,very high cost
458,815,1,1.8,0,2.302585092994046,0,18,0.9,83,7,12,57.95876041846292,525,2131,17,2.0794415416798357,5,0,1,0,1,medium cost
459,1893,1,1.5,1,0.0,1,42,0.5,179,1,3,122.86275670556016,1851,1425,19,0.6931471805599453,10,1,0,0,2,high cost
460,1202,0,2.5,1,1.3862943611198906,0,22,0.4,112,2,8,152.44715717706993,1959,291,5,1.0986122886681098,4,0,0,0,0,low cost
461,1577,1,1.5,0,2.833213344056216,1,3,0.7,180,8,17,86.21866121868905,573,3116,13,1.9459101490553132,16,1,1,0,2,high cost
462,1234,0,2.9,0,2.1972245773362196,1,44,0.8,129,1,12,148.57740699580432,1891,2440,7,1.6094379124341003,19,1,1,0,2,high cost
463,717,0,1.8,0,0.6931471805599453,1,25,0.4,173,5,8,96.88472769227322,1587,3631,6,1.791759469228055,6,1,0,1,3,very high cost
464,1074,1,1.5,0,1.791759469228055,0,35,0.6,193,4,13,61.280259716710674,597,1104,16,2.3978952727983707,15,0,1,0,0,low cost
465,1439,1,1.2,0,2.4849066497880004,1,58,0.2,183,1,20,104.92771763368829,1552,3069,17,2.4849066497880004,2,1,1,0,3,very high cost
466,983,1,1.6,0,2.0794415416798357,1,55,0.4,168,8,8,52.67734235876661,963,1425,14,0.0,4,1,1,0,0,low cost
467,1988,0,2.5,0,2.0794415416798357,1,63,0.6,153,4,11,93.18789563779403,937,2276,13,2.0794415416798357,11,1,0,0,2,high cost
468,1692,0,1.3,1,0.0,1,25,0.7,149,3,12,121.82376070254195,1898,3192,9,1.6094379124341003,3,1,1,1,3,very high cost
469,718,1,0.5,1,1.0986122886681098,0,35,0.9,181,4,5,127.10287820417471,1763,3021,10,1.6094379124341003,12,0,0,1,2,high cost
470,1519,0,0.5,0,0.0,1,36,0.6,93,8,2,96.40825096272101,1852,3082,18,2.4849066497880004,9,1,0,0,3,very high cost
471,776,0,3.0,1,2.302585092994046,0,9,0.5,110,2,12,90.92379911827219,974,1346,5,1.0986122886681098,3,0,0,1,0,low cost
472,881,1,2.8,0,0.6931471805599453,0,36,0.5,167,1,6,133.68586519010876,1444,2354,19,2.3978952727983707,5,1,1,1,2,high cost
473,1018,0,0.6,1,0.0,1,25,0.8,152,7,2,64.0528063504183,616,732,12,2.1972245773362196,13,1,1,0,0,low cost
474,1031,1,0.5,1,1.0986122886681098,1,31,0.1,82,8,19,101.40737518160805,1404,2305,10,1.6094379124341003,4,1,1,0,2,high cost
475,875,0,1.0,0,2.70805020110221,0,37,0.6,151,7,20,129.84656574763912,1668,2985,6,0.6931471805599453,9,1,1,1,2,high cost
476,1341,0,1.0,0,1.791759469228055,1,40,0.2,128,5,12,135.81492883864422,1700,265,19,1.3862943611198906,3,1,1,1,0,low cost
477,560,1,2.4,0,1.6094379124341003,1,5,0.3,106,1,8,131.91498070942941,1386,2050,18,2.6390573296152584,6,1,0,0,1,medium cost
478,1719,0,2.1,0,0.0,1,63,0.7,189,7,2,91.29441659239687,1637,1669,14,0.0,13,1,0,1,1,medium cost
479,1703,0,1.6,0,2.833213344056216,1,43,1.0,139,8,17,48.54620284015137,1972,585,13,2.4849066497880004,17,1,1,1,0,low cost
480,1408,1,1.8,0,0.6931471805599453,0,59,0.8,168,1,2,100.06296857001658,1470,342,8,0.0,8,1,0,1,0,low cost
481,701,1,0.8,0,1.3862943611198906,0,53,0.2,87,4,7,119.50519189139173,1149,1972,9,2.1972245773362196,5,1,0,0,1,medium cost
482,1560,1,0.5,0,2.70805020110221,0,47,0.3,172,2,18,111.58239229015197,1908,1540,17,2.0794415416798357,3,0,0,0,2,high cost
483,695,1,1.0,0,1.6094379124341003,0,51,0.8,93,5,5,47.902513369455534,538,2463,7,1.0986122886681098,4,1,1,1,1,medium cost
484,1487,0,0.6,0,2.9444389791664403,1,6,0.8,191,4,19,96.68094462617051,1072,3259,11,2.302585092994046,13,1,0,1,3,very high cost
485,1546,1,2.7,0,1.3862943611198906,0,55,0.2,115,7,14,135.45742290822747,1594,3371,16,2.0794415416798357,15,0,0,1,3,very high cost
486,511,1,0.7,0,2.5649493574615367,1,43,0.4,120,4,15,129.9320825272359,1583,3370,16,1.791759469228055,6,1,0,0,3,very high cost
487,507,0,1.1,0,1.791759469228055,0,33,0.6,186,1,6,87.17249409887904,897,2884,18,2.0794415416798357,7,0,0,0,2,high cost
488,1490,1,1.1,0,1.0986122886681098,0,10,0.6,130,2,7,132.7024234465256,1826,2994,16,0.6931471805599453,8,1,0,1,3,very high cost
489,1859,0,0.5,0,0.0,1,52,1.0,187,1,2,95.7215337252531,966,1604,15,2.5649493574615367,10,1,0,0,1,medium cost
490,1257,0,1.8,0,1.3862943611198906,1,31,0.6,155,5,10,116.65367204349903,1533,2014,15,2.1972245773362196,12,1,0,0,2,high cost
491,926,0,2.7,1,0.0,1,29,0.7,118,5,18,70.36778729432163,1594,2709,5,1.6094379124341003,18,1,0,1,2,high cost
492,1303,0,0.5,0,1.0986122886681098,0,7,0.6,98,4,5,101.59726607165483,1908,2865,17,1.3862943611198906,12,0,0,0,3,very high cost
493,657,0,1.6,1,0.0,0,35,0.6,143,5,14,125.44432109198826,1545,3617,17,2.70805020110221,14,0,0,1,3,very high cost
494,1812,0,0.9,1,2.302585092994046,0,44,0.2,197,3,16,64.86882109282607,1212,3814,9,1.9459101490553132,13,1,1,0,3,very high cost
495,1943,0,0.5,1,0.0,1,29,0.4,121,1,1,79.18193912695746,1126,1990,5,1.0986122886681098,11,1,1,1,2,high cost
496,1082,1,0.9,0,1.6094379124341003,1,24,0.9,167,7,9,77.81773882723337,761,1428,16,0.0,12,1,1,0,0,low cost
497,721,1,2.6,0,0.6931471805599453,0,49,0.6,168,4,8,15.568978775126677,598,3473,15,2.1972245773362196,17,0,0,0,2,high cost
498,654,1,1.5,1,1.0986122886681098,0,56,0.7,122,1,4,79.27178173934226,520,2609,7,1.0986122886681098,16,1,1,1,1,medium cost
499,1948,1,0.7,0,1.0986122886681098,0,31,0.4,122,2,7,114.68876199381076,1208,2070,5,1.3862943611198906,5,1,0,1,2,high cost
500,1242,0,1.8,1,1.6094379124341003,1,56,0.1,122,1,8,102.41403381693144,1785,2620,18,2.4849066497880004,3,1,0,1,2,high cost
501,1453,1,0.5,0,0.0,0,24,0.3,156,1,1,13.238141026658974,1055,1619,11,1.791759469228055,11,1,0,1,1,medium cost
502,1948,1,2.7,0,1.3862943611198906,1,13,0.2,164,7,12,68.9898443130089,587,493,18,2.0794415416798357,18,1,1,1,0,low cost
503,1232,0,0.9,0,1.791759469228055,0,58,1.0,142,6,6,119.456107537289,1393,2334,14,2.1972245773362196,13,1,0,1,2,high cost
504,795,0,0.5,1,1.6094379124341003,1,55,0.3,155,3,11,55.6645870255677,1737,3030,12,2.1972245773362196,17,1,1,0,2,high cost
505,1915,0,0.5,0,1.6094379124341003,0,24,0.2,106,4,17,112.29046720933725,1502,345,18,2.3978952727983707,20,0,0,1,0,low cost
506,532,0,0.5,0,2.0794415416798357,0,51,0.6,180,7,14,76.04320506175966,1249,1525,7,1.9459101490553132,2,0,1,1,0,low cost
507,1899,1,0.5,0,1.6094379124341003,1,28,0.1,95,5,7,104.14064105615016,1418,499,5,1.3862943611198906,15,1,0,1,0,low cost
508,1767,0,2.0,0,1.791759469228055,0,31,0.6,88,5,8,81.04086808299226,556,3989,13,2.1972245773362196,7,0,1,0,3,very high cost
509,1667,1,2.5,0,2.8903717578961645,0,5,0.8,119,3,20,53.54941113592259,1797,1496,13,2.302585092994046,12,0,0,0,1,medium cost
510,1346,0,2.6,1,1.791759469228055,0,31,0.3,140,4,11,7.9485888879664115,785,1287,10,1.9459101490553132,14,1,0,1,0,low cost
511,958,1,2.4,0,0.6931471805599453,0,54,0.9,166,7,2,38.38290624963721,630,3324,11,2.3978952727983707,18,1,0,1,2,high cost
512,1391,0,1.5,1,1.9459101490553132,1,39,0.9,88,3,18,83.60094818519823,1737,2367,18,2.4849066497880004,12,1,1,0,2,high cost
513,1176,1,2.3,0,0.0,0,56,0.7,103,2,1,32.34948040556352,518,2974,6,1.791759469228055,11,1,0,1,2,high cost
514,1863,0,1.0,1,1.791759469228055,1,16,0.4,113,2,19,60.28070104562195,684,990,6,1.791759469228055,13,1,0,0,0,low cost
515,1911,0,1.1,1,1.3862943611198906,1,16,0.7,154,7,4,57.02664052951065,1568,3665,14,2.5649493574615367,4,1,1,0,3,very high cost
516,1789,1,1.8,1,1.9459101490553132,1,36,0.5,123,6,11,77.17018227297568,1740,815,5,0.0,9,1,1,0,1,medium cost
517,972,1,1.6,0,1.0986122886681098,0,64,0.1,85,1,9,88.34469780627934,890,2759,13,2.0794415416798357,10,1,0,0,2,high cost
518,1256,0,0.5,0,1.3862943611198906,0,8,0.4,191,1,9,75.08715510167764,644,2991,7,1.9459101490553132,19,1,1,0,2,high cost
519,1846,0,1.3,1,0.0,0,35,0.7,107,6,0,131.83162678599632,1432,581,16,1.6094379124341003,10,1,0,1,1,medium cost
520,1900,0,1.4,0,0.0,0,41,0.4,112,8,1,69.63004135308145,778,3611,14,0.6931471805599453,6,1,0,0,3,very high cost
521,769,1,0.6,1,2.995732273553991,1,52,0.7,118,4,20,60.53238799853936,1786,431,15,1.6094379124341003,19,1,0,0,0,low cost
522,756,0,1.0,0,0.0,0,33,0.2,177,1,3,84.84183785674149,573,3402,19,0.0,3,1,1,0,2,high cost
523,1728,0,2.3,1,0.0,1,43,0.7,152,1,0,117.81767439619858,1535,3480,11,2.1972245773362196,20,1,1,0,3,very high cost
524,1970,0,2.9,0,1.3862943611198906,1,9,0.2,163,2,7,36.11692489984203,1454,768,13,1.0986122886681098,16,1,0,0,0,low cost
525,1021,0,2.1,1,1.9459101490553132,1,47,0.3,173,6,18,55.387696613351075,1360,2215,13,2.5649493574615367,2,1,1,1,1,medium cost
526,888,0,2.5,1,1.791759469228055,0,14,0.9,98,5,17,110.53465885095429,1432,1849,5,0.6931471805599453,11,0,1,0,1,medium cost
527,1419,0,0.5,0,0.0,0,39,0.2,189,7,1,100.77052448820321,1132,3435,9,1.0986122886681098,6,0,0,0,3,very high cost
528,1959,1,0.5,0,0.0,0,30,0.1,153,3,1,111.0880256178644,1027,3057,14,0.6931471805599453,18,1,0,0,3,very high cost
529,1394,0,0.6,0,0.6931471805599453,0,63,0.4,103,6,2,123.74860898032364,1245,1731,19,2.9444389791664403,16,1,0,0,1,medium cost
530,1715,1,2.5,1,1.0986122886681098,1,30,0.9,134,7,3,150.91410138907898,1971,768,19,2.302585092994046,15,1,0,0,1,medium cost
531,588,0,2.9,1,0.6931471805599453,0,40,0.3,116,6,5,49.65194554699726,923,2780,5,1.0986122886681098,14,0,1,0,1,medium cost
532,1607,1,0.5,1,1.0986122886681098,1,29,0.7,105,2,9,57.95876041846292,1234,3469,10,0.6931471805599453,15,1,0,0,3,very high cost
533,1171,1,2.8,0,2.1972245773362196,1,47,0.4,192,1,11,72.62549486204082,674,3092,8,1.0986122886681098,5,1,0,1,2,high cost
534,1138,0,1.5,1,0.0,0,57,0.2,85,4,6,130.9509667005039,1569,313,16,2.4849066497880004,20,1,1,0,0,low cost
535,1096,0,1.2,1,1.3862943611198906,0,40,0.6,113,4,13,93.11608813833998,1757,2931,10,2.1972245773362196,14,1,0,0,3,very high cost
536,906,0,3.0,0,2.3978952727983707,1,14,0.5,83,8,15,48.22546102720601,641,1761,17,2.4849066497880004,12,1,1,0,0,low cost
537,740,0,3.0,1,0.0,1,47,0.7,166,3,5,77.07709010798644,596,3578,15,1.791759469228055,20,1,1,1,2,high cost
538,1435,1,0.5,1,2.3978952727983707,1,62,0.1,150,4,14,80.3394836073969,664,369,8,0.6931471805599453,4,1,0,1,0,low cost
539,1745,1,1.2,0,1.3862943611198906,1,21,0.2,89,3,14,52.23541340802764,1670,3507,18,0.6931471805599453,20,1,1,1,3,very high cost
540,1995,0,2.6,1,1.0986122886681098,1,4,0.8,171,2,20,122.86275670556016,1972,3452,6,1.3862943611198906,19,1,1,0,3,very high cost
541,1813,0,1.8,1,2.3978952727983707,1,28,0.5,159,2,14,144.12609561161585,1899,981,15,2.70805020110221,14,1,0,1,1,medium cost
542,1719,1,1.9,1,1.0986122886681098,0,40,0.1,118,3,12,96.20298752759871,1778,2534,10,1.9459101490553132,5,0,1,1,3,very high cost
543,812,0,0.5,1,0.6931471805599453,1,17,0.6,182,7,11,91.73634573959544,891,3248,13,2.3978952727983707,14,1,0,0,2,high cost
544,987,1,2.9,0,0.0,1,63,0.3,154,7,6,43.84034121214354,1623,2646,12,0.6931471805599453,6,1,1,1,2,high cost
545,977,1,0.7,0,1.791759469228055,0,50,0.5,106,3,6,122.43945800574774,1758,3454,15,2.70805020110221,19,1,0,1,3,very high cost
546,1289,1,0.7,0,0.0,0,7,0.1,99,2,18,83.43358414338047,565,375,5,0.6931471805599453,19,0,1,1,0,low cost
547,1125,1,0.5,0,1.3862943611198906,0,42,0.9,158,1,20,95.44482397138513,751,1622,13,0.0,9,0,1,1,1,medium cost
548,1733,1,1.9,1,2.70805020110221,0,28,0.8,104,3,15,102.16376602167651,1203,2246,18,1.9459101490553132,12,1,1,0,2,high cost
549,1333,1,1.2,1,0.6931471805599453,0,35,0.9,198,1,4,82.41965169806689,651,3816,18,2.0794415416798357,9,0,1,1,3,very high cost
550,964,1,3.0,1,1.3862943611198906,1,48,0.9,131,6,13,107.00320314736186,1154,1597,15,2.0794415416798357,18,1,1,1,1,medium cost
551,1613,0,1.3,0,0.6931471805599453,1,24,0.4,195,2,5,123.23702320902395,1590,3733,15,1.791759469228055,5,1,0,1,3,very high cost
552,1123,1,1.2,0,0.6931471805599453,0,8,0.6,171,4,4,121.10696082584485,1152,2877,17,2.302585092994046,12,0,1,0,2,high cost
553,1913,1,2.8,0,0.0,1,7,0.3,136,4,16,92.97223361002543,1108,3227,6,0.0,4,1,0,1,3,very high cost
554,1302,0,0.5,0,1.3862943611198906,1,20,0.6,184,7,7,121.25087446736458,1202,1446,8,1.9459101490553132,16,1,0,1,1,medium cost
555,797,0,1.4,1,0.0,1,9,0.1,104,1,14,138.9619647890452,1812,1043,13,2.4849066497880004,13,1,1,0,1,medium cost
556,1074,1,1.5,1,1.791759469228055,0,9,0.1,174,2,7,17.73764395360158,756,1649,16,1.3862943611198906,3,0,1,0,0,low cost
557,1411,1,2.6,0,0.0,0,61,0.3,165,5,3,122.62788659478008,1959,483,16,1.791759469228055,4,1,1,0,0,low cost
558,1502,1,2.2,1,0.0,1,16,0.5,187,5,1,83.68445895441175,750,3712,9,1.0986122886681098,16,1,1,1,3,very high cost
559,983,1,1.5,0,0.6931471805599453,0,22,0.1,170,4,20,139.98398124171817,1765,1694,19,2.772588722239781,8,1,0,1,1,medium cost
560,1457,0,0.5,1,2.0794415416798357,0,8,0.3,120,7,13,104.44443070864347,1032,584,13,1.6094379124341003,10,1,0,0,0,low cost
561,1315,1,0.9,0,1.3862943611198906,1,40,0.6,162,6,6,129.11581522096338,1316,3431,8,1.0986122886681098,20,1,1,0,3,very high cost
562,1514,0,0.7,0,2.4849066497880004,0,11,0.2,187,5,17,96.0657887345554,1451,2315,13,0.0,5,0,0,0,2,high cost
563,1604,1,0.5,1,0.0,1,63,0.8,169,5,1,75.37562346633541,1360,3870,16,2.6390573296152584,19,1,1,1,3,very high cost
564,1919,0,0.6,1,2.4849066497880004,1,63,0.9,109,8,20,103.52899285282851,1829,2205,9,1.6094379124341003,8,1,1,0,2,high cost
565,1152,1,3.0,0,1.0986122886681098,0,44,1.0,80,3,4,89.6473510639825,1802,986,7,1.791759469228055,8,0,0,1,1,medium cost
566,664,1,2.9,0,2.3978952727983707,1,40,0.1,173,5,15,116.44932663188929,1260,3366,8,1.6094379124341003,5,1,1,0,2,high cost
567,1848,0,0.5,0,2.302585092994046,0,36,0.1,174,6,10,66.91236305280667,540,3380,10,1.0986122886681098,17,0,0,0,3,very high cost
568,1319,0,2.0,1,2.302585092994046,1,28,0.8,178,1,19,120.3346727384622,1886,3095,7,0.6931471805599453,17,1,1,1,3,very high cost
569,1189,1,2.5,0,1.6094379124341003,1,20,0.3,171,7,9,131.2036054674294,1717,2509,17,2.0794415416798357,15,1,0,0,2,high cost
570,1130,1,1.3,1,0.6931471805599453,1,59,0.8,98,6,4,49.65194554699726,555,3785,17,1.6094379124341003,5,1,0,1,3,very high cost
571,654,1,1.3,1,2.4849066497880004,0,5,0.7,199,4,14,53.11531324649789,1975,3801,14,2.6390573296152584,9,1,1,1,3,very high cost
572,727,1,0.5,1,0.0,1,42,0.1,163,8,1,18.769334967848913,757,2039,5,0.0,19,1,1,1,1,medium cost
